Home Assistant notifications (Log started: 2017-09-28T03:17:15.939811+00:00),,,,
--------------------------------------------------------------------------------,,,,

66.8,57.1,37.92,-0.44,1.59
66.6,57.1,38.03,-0.46,1.82
66.6,57.1,38.12,-0.46,1.82
66.6,57.1,38.18,-0.46,1.82
66.6,56.5,38.22,-0.46,1.76
66.6,56.5,38.24,-0.46,1.76
66.6,56.5,38.23,-0.46,1.76
66.6,56.5,38.21,-0.46,1.76
66.6,56.5,38.15,-0.46,1.75
66.6,56.5,38.08,-0.46,1.75
66.6,56.5,37.98,-0.46,1.75
66.6,56.5,37.86,-0.46,1.74
66.6,56.5,37.71,-0.46,1.74
66.6,59.0,37.55,-0.46,2.05
66.6,59.0,37.36,-0.46,2.05
66.6,59.0,37.15,-0.46,2.04
66.6,58.2,36.91,-0.46,1.93
66.6,58.2,36.66,-0.46,1.92
66.6,58.2,36.38,-0.46,1.91
66.6,58.2,36.09,-0.46,1.9
66.6,58.2,35.77,-0.46,1.89
66.6,58.2,35.43,-0.46,1.87
66.6,58.2,35.07,-0.46,1.85
66.6,58.2,34.7,-0.46,1.84
66.6,58.2,34.3,-0.46,1.82
66.6,59.4,33.89,-0.46,1.93
66.6,59.4,33.46,-0.46,1.93
66.8,59.4,33.01,0.09,1.88
66.8,59.4,32.54,0.09,1.84
66.8,59.4,32.06,0.09,1.81
66.8,59.4,31.56,0.09,1.77
66.8,59.4,31.04,0.09,1.72
66.8,59.4,30.51,0.09,1.67
66.8,59.4,29.97,0.09,1.6
66.8,59.4,29.41,0.09,1.51
66.8,59.4,28.84,0.09,1.38
67.0,59.4,28.25,0.28,1.11
67.0,59.4,27.65,0.28,-0.14
67.0,59.9,27.04,0.28,-0.53
67.0,59.9,26.41,0.28,-0.53
67.0,59.9,25.78,0.28,-0.53
67.2,59.9,25.13,0.53,-0.74
67.2,59.9,24.47,0.53,-0.74
67.2,59.9,23.8,0.53,-0.74
67.2,59.9,23.12,0.53,-0.74
67.4,59.9,22.44,0.53,-0.86
67.4,59.9,21.74,0.53,-0.86
67.4,59.9,21.03,0.53,-0.86
67.4,59.9,20.32,0.53,-0.86
67.6,59.9,19.59,0.54,-0.93
67.6,59.5,18.86,0.54,-0.99
67.6,59.5,18.12,0.54,-0.99
67.6,59.5,17.38,0.54,-0.99
67.6,59.5,16.62,0.54,-0.99
67.6,59.5,16.21,0.54,-0.99
67.6,59.5,15.45,0.54,-0.99
67.6,59.6,14.68,0.54,-1.02
67.6,59.6,13.9,0.54,-1.02
67.6,59.6,13.11,0.54,-1.02
67.6,unknown,12.33,0.54,-4.9
67.6,unknown,11.53,0.54,-4.9
67.6,unknown,10.74,0.54,-4.9
67.6,unknown,9.94,0.54,-4.9
67.6,unknown,9.13,0.54,-4.9
67.6,unknown,8.33,0.54,-4.9
67.6,unknown,7.52,0.54,-4.9
67.6,unknown,6.71,0.54,-4.9
67.6,unknown,5.9,0.54,-4.9
67.6,unknown,5.09,0.54,-4.9
67.6,unknown,4.29,0.54,-4.9
67.6,unknown,3.49,0.54,-4.9
67.6,unknown,2.69,0.54,-4.9
67.6,unknown,1.91,0.54,-4.9
67.6,unknown,1.15,0.54,-4.9
67.6,unknown,0.41,0.54,-4.9
67.6,unknown,-0.57,0.54,-4.9
67.6,unknown,-1.58,0.54,-4.9
67.6,unknown,-2.49,0.54,-4.9
67.6,unknown,-3.36,0.54,-4.9
67.6,unknown,-4.23,0.54,-4.9
67.6,unknown,-5.08,0.54,-4.9
67.6,unknown,-5.94,0.54,-4.9
67.6,unknown,-6.79,0.54,-4.9
67.6,unknown,-7.64,0.54,-4.9
67.6,56.5,-8.49,0.54,-3.17
67.6,56.5,-9.34,0.54,-3.17
67.6,56.5,-10.18,0.54,-3.17
68.7,54.3,-11.87,0.0,-1.98
68.7,54.3,-12.71,0.0,-1.98
68.7,54.3,-13.55,0.0,-1.98
68.7,54.3,-14.38,0.0,-1.98
68.7,54.3,-15.22,0.0,-1.98
68.7,54.3,-16.05,0.0,-1.98
68.7,54.3,-16.87,0.0,-1.98
68.7,54.3,-17.7,0.0,-1.98
68.5,54.3,-18.52,-0.29,-1.91
68.5,53.1,-19.33,-0.29,-1.96
68.5,53.1,-20.15,0.0,-1.98
68.5,53.1,-20.95,0.0,-1.98
68.5,53.1,-21.76,0.0,-1.98
68.5,53.1,-22.56,0.0,-1.98
68.5,53.1,-23.35,0.0,-1.98
68.7,53.1,-24.14,0.46,-2.0
68.7,53.1,-24.92,0.46,-2.0
68.7,53.1,-25.69,0.46,-2.0
68.7,53.1,-26.46,0.46,-2.0
68.5,53.1,-27.22,-0.71,-2.0
68.3,53.1,-27.98,-2.49,-1.99
68.1,53.1,-28.73,-1.58,-1.97
68.1,51.8,-29.47,-1.58,-2.04
67.9,51.8,-30.2,-1.12,-2.07
67.9,51.8,-30.92,-1.12,-2.07
67.9,51.8,-31.63,-1.12,-2.07
67.9,51.8,-32.33,-1.12,-2.07
67.9,51.8,-33.02,-1.12,-2.07
67.9,51.8,-33.71,-1.12,-2.07
67.9,51.8,-34.38,-1.12,-2.07
67.9,51.8,-35.04,-1.12,-2.07
67.9,51.8,-35.68,-1.12,-2.07
67.9,51.8,-36.32,-1.12,-2.07
67.7,51.8,-36.94,-0.25,-2.07
67.7,51.8,-37.54,-0.25,-2.07
67.5,50.2,-38.14,-1.11,-2.21
67.5,50.2,-38.71,-1.11,-2.21
67.5,50.2,-39.28,-1.11,-2.21
67.5,50.2,-39.82,-1.11,-2.21
67.3,50.2,-40.35,-0.75,-2.22
67.3,50.2,-40.86,-0.75,-2.22
67.3,50.2,-41.36,-0.75,-2.22
67.3,50.2,-41.83,-0.75,-2.22
67.3,50.2,-42.29,-0.75,-2.22
67.3,50.2,-42.73,-0.75,-2.22
67.1,50.2,-43.14,-0.38,-2.21
67.1,50.2,-43.54,-0.38,-2.21
67.1,48.9,-43.91,-0.38,-2.29
67.1,48.9,-44.27,-0.38,-2.29
67.1,48.9,-44.59,-0.38,-2.29
67.1,48.9,-44.9,-0.38,-2.29
67.1,48.9,-45.18,-0.38,-2.29
67.1,48.9,-45.44,-0.38,-2.29
66.9,48.9,-45.68,-0.29,-2.31
66.9,48.9,-45.89,-0.29,-2.31
66.9,48.9,-46.07,-0.29,-2.31
66.9,48.9,-46.23,-0.29,-2.31
66.7,50.0,-46.36,-0.58,-2.21
66.7,50.0,-46.47,-0.58,-2.21
66.7,50.0,-46.55,-0.58,-2.21
66.7,47.9,-46.6,-0.58,-2.33
66.7,47.9,-46.63,-0.58,-2.33
66.5,47.9,-46.63,-0.52,-2.37
66.5,47.9,-46.6,-0.52,-2.37
66.5,47.9,-46.54,-0.52,-2.37
66.5,47.9,-46.46,-0.52,-2.37
66.5,47.9,-46.36,-0.52,-2.37
66.5,47.9,-46.22,-0.52,-2.37
66.5,47.9,-46.06,-0.52,-2.37
66.3,49.4,-45.88,-0.31,-2.25
66.3,49.4,-45.67,-0.31,-2.25
66.3,49.4,-45.43,-0.31,-2.25
66.3,47.1,-45.18,-0.31,-2.37
66.3,47.1,-44.89,-0.31,-2.37
66.1,47.1,-44.58,-0.52,-2.42
66.1,47.1,-44.25,-0.52,-2.42
66.1,47.1,-43.9,-0.52,-2.42
65.9,47.1,-43.53,-0.85,-2.43
65.9,47.1,-43.13,-0.85,-2.43
65.9,47.1,-42.71,-0.85,-2.43
65.9,47.1,-42.28,-0.85,-2.43
65.9,46.3,-41.82,-0.85,-2.49
65.7,46.3,-41.34,-0.48,-2.51
65.7,46.3,-40.85,-0.48,-2.51
65.7,46.3,-40.34,-0.48,-2.51
65.7,46.3,-39.81,-0.48,-2.51
65.5,46.3,-39.26,-0.58,-2.5
65.5,46.3,-38.7,-0.58,-2.5
65.5,46.3,-38.12,-0.58,-2.5
65.5,46.3,-37.53,-0.58,-2.5
65.5,46.3,-36.93,-0.58,-2.5
65.5,46.3,-36.31,-0.58,-2.5
65.5,46.3,-35.67,-0.58,-2.5
65.5,46.3,-35.03,-0.58,-2.5
65.5,45.5,-34.37,-0.58,-2.55
65.5,45.5,-33.7,-0.58,-2.55
65.5,45.5,-33.02,-0.58,-2.55
65.5,45.5,-32.33,-0.58,-2.55
65.5,45.5,-31.62,-0.58,-2.55
65.3,45.5,-30.91,-0.19,-2.56
65.3,45.5,-30.19,-0.19,-2.56
65.3,45.5,-29.46,-0.19,-2.56
65.3,45.5,-28.73,-0.19,-2.56
65.3,45.5,-27.98,-0.19,-2.56
65.3,45.5,-27.23,-0.19,-2.56
65.3,45.5,-26.47,-0.19,-2.56
65.3,44.7,-25.7,-0.19,-2.62
65.3,44.7,-24.93,-0.19,-2.62
65.3,44.7,-24.15,-0.19,-2.62
65.3,44.7,-23.36,-0.19,-2.62
65.3,44.7,-22.57,-0.19,-2.62
65.3,44.7,-21.77,-0.19,-2.62
65.3,44.7,-20.97,-0.19,-2.62
65.3,44.7,-20.17,-0.19,-2.62
65.3,44.7,-19.36,-0.19,-2.62
65.3,44.7,-18.54,-0.19,-2.62
65.3,44.7,-17.72,-0.19,-2.62
65.3,44.7,-16.9,-0.19,-2.62
65.3,44.7,-16.08,-0.19,-2.62
65.3,43.6,-15.25,-0.19,-2.72
65.5,43.6,-14.42,0.11,-2.78
65.5,43.6,-13.59,0.11,-2.78
65.5,43.6,-12.75,0.11,-2.78
65.5,43.6,-11.92,0.11,-2.78
65.5,43.6,-11.08,0.11,-2.78
65.7,43.5,-10.24,0.48,-2.85
65.7,43.5,-9.4,0.48,-2.85
65.7,43.5,-8.55,0.48,-2.85
65.7,43.5,-7.71,0.48,-2.85
65.7,43.5,-6.86,0.48,-2.85
65.9,43.5,-6.01,0.51,-2.88
65.9,43.0,-5.16,0.51,-2.93
65.9,43.0,-4.31,0.51,-2.93
